,Unnamed: 0,Unnamed: 0.1,Creation date,Business Id,Location name,Group Id,Group name,Business Code,Address,City,Platform,Deleted,Timezone,Rating,Response date,template_used,Recommended,Response date.1,template_used.1,Number of comments,Rating.1,Response date.2,Langues,Content_clean,Response_clean,Response_1_clean,Response_2_clean,scores,compound,comp_score,Topic,topic_ntm,topic,topic label
16249,26944,26944,2021-10-24 18:17:43,565c8ee43440cd4d3f481a0f,Castorama,2216.0,OCCITANIE,1476,rue Gustave Flaubert,Blagnac,GOOGLE_MY_BUSINESS,No,Europe/Paris,4.0,2021-10-25 6:57:13,4-5 étoiles (sans commentaire) (2),,,,,,,ENGLISH,comme beaucoup magasins rayon désespérément vides rayon outils jardin débroussailleuses etc dommage,bonjour g toute équipe remercie cet avis dit très vite nouveaux projets,,,"{'neg': 0.46, 'neu': 0.54, 'pos': 0.0, 'compound': -0.7693}",-0.7693,tres negatif,1,Produits,0,Magasin
16260,26957,26957,2021-10-24 15:27:01,565c8ee53440cd4d3f481a2f,Castorama,2215.0,NOUVELLE AQUITAINE,1460,10 rue Turgot,Niort,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-10-25 6:19:09,Attentes,,,,,,,ENGLISH,passage aujourdhui castorama bien triste magasin magasin fantôme passez rayon bonjour ni revoir part personnel donc aller leroy merlin franchement plus sympa,bonjour navrés constater visite hauteur attentes présentons excuse prenons bien compte remarques bonne journée benoit castorama,,,"{'neg': 0.287, 'neu': 0.668, 'pos': 0.045, 'compound': -0.7602}",-0.7602,tres negatif,1,Vendeurs,0,Magasin
16268,26970,26970,2021-10-24 13:37:24,565c8ee63440cd4d3f481a7f,Castorama,2218.0,SUD,1511,3 rue D'André Bardon,Marseille,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-10-26 7:23:48,Pris en compte,,,,,,,ENGLISH,stock affiché internet nest disponible alors commande a faite annulée après appel téléphonique assure matériel disponible faux déplacement inutile depuis nice sérieux tout fuir,cher client remercions davoir pris temp écrire sincèrement navrés désagrément dont fait lobjet prion excuser manquerons tenir compte remarques bonne journée philippe castorama,,,"{'neg': 0.342, 'neu': 0.598, 'pos': 0.06, 'compound': -0.7579}",-0.7579,tres negatif,2,Vendeurs,2,livraison
16290,27013,27013,2021-10-24 7:49:45,565c8ee53440cd4d3f481a3d,Castorama,2218.0,SUD,1474,avenue De Draguignan,La Garde,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-10-09 12:15:40,,,,,,,,ENGLISH,maj oct donc plus agréable si lemployé spécifiait client lieu dêtre désagréable fait refusé coupé 1m40 1m 39 comme scie panneau peu faire cest quoi lexcuse mal doigts fainéantise travaille apparemment 28 sept 2021 lemployé découpe bois inadapté poste refuse couper morceau mesure 1m40 x 1m39 force client personnes âgés prendre plusieurs morceau faire taille refuse aussi 1m40 couper 1m39 cest non professionnel absurde labus faiblesse nécessite mise point rapide,bonjour confirmons panneaux découpe mesurent 1m22 x 2m44 fait nest effectivement possible faire coupe pièce 1m40 x 1m39 souhaitons bonne journée thierry castorama,,,"{'neg': 0.319, 'neu': 0.681, 'pos': 0.0, 'compound': -0.9721}",-0.9721,tres negatif,1,Vendeurs,1,personnel
16296,27025,27025,2021-10-24 6:09:29,565c8ee43440cd4d3f481a11,Castorama,2210.0,NORD,1461,ZAC Du Pont Loby,Dunkerque,GOOGLE_MY_BUSINESS,No,Europe/Paris,2.0,2021-10-29 9:16:06,Attentes,,,,,,,ENGLISH,venus récupérer commande carrelage via drive heure rdv donnée quelle mauvaise organisation attendu 30mns avant palette amenée quai chargement ensuite vérifié paquets malheureusement paquet carrelages tous cassés heureusement vérifié avant chargement a fallu retourner caisse attendre être remboursé paquet cassé 55mns entre larrivée drive départ magasin,bonjour navrés constater visite hauteur attentes présentons excuse prenons bien compte remarques pouvez contacter 0328289832 si souhaitez échanger bonne journée stéphanie castorama,,,"{'neg': 0.183, 'neu': 0.79, 'pos': 0.027, 'compound': -0.7964}",-0.7964,tres negatif,2,Vendeurs,2,livraison
16302,27040,27040,2021-10-23 21:28:45,565c8ee53440cd4d3f481a4f,Castorama,2210.0,NORD,1477,Centre Commercial,Haubourdin,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-10-25 13:31:24,Mauvaise expérience ,,,,,,,ENGLISH,étoile car peut mettre zéro juste inadmissible commande passe net rendez drive avant dimanche site publicité bien écrit retrait 02heures ben impossible essai appel magasin réponse joint service client via bot après 30 minute conversation ben peuvent rien faire demanderai sûrement nom commande fenêtre 16h juste scandaleux allé coup magasin magasins vont mal comprends pourquoi réponse aucun appel responsable rien magasin déjà mort mets étoile peux mettre zéro où quelle honte,bonjour julien night remercions davoir pris temp partager remarques sincèrement désolés lexpérience ave z établissement reste disponible boîte mail frédéricdelaitre1castoramafr trouver solution réitérant toutes excuse souhaitons bonne journée léquipe castorama,,,"{'neg': 0.148, 'neu': 0.74, 'pos': 0.112, 'compound': -0.6407}",-0.6407,tres negatif,2,Vendeurs,2,livraison
16306,27045,27045,2021-10-23 21:09:12,565c8ee53440cd4d3f481a45,Castorama,2217.0,AUVERGNE RHONE ALPES,1468,128 b rue Lépine,Viriat,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-10-25 5:01:51,Problème avec le personnel  2,,,,,,,ENGLISH,vendeur a laissé galerer mettre baie vitré caddie a refusé aider pareil lextérieur devant drive très déçu mari sest blessé vraiment déçu contact personnel attendu plis 30 minute conseils personne a rejoint a vraiment bâclé travail cest vraiment dommage,bonjour mme goncalves profondément navrée lexpérience dont faites part remercie mavoir alerté si faits avérés important agissions sachez type comportement correspond rien valeurs partageons client collaborateurs sein enseigne invite donc recontacter 0474456171 afin den discuter vive voix jattends nouvelles très bientôt charline castorama,,,"{'neg': 0.277, 'neu': 0.667, 'pos': 0.056, 'compound': -0.8353}",-0.8353,tres negatif,2,Vendeurs,1,personnel
16316,27060,27060,2021-10-23 19:11:55,565c8ee43440cd4d3f4819fd,Castorama,2212.0,PARIS SUD,1423,ZAC Du Champs De Foire,Melun,GOOGLE_MY_BUSINESS,No,Europe/Paris,2.0,2021-10-24 7:02:07,1-2-3 étoiles,,,,,,,FRENCH,venus avoir renseignements poêle bois allé chercher conseiller seul comptoir donc côté poêle apparemment javais vraiment vraiment lair lembêter bien fait sentir a fini venir devant rayon a parlé vraiment air très hautain prenant très désagréable renseignements nen parle juste avant allé chez concurrence beaucoup plus professionnel aimable achat fera chez concurrence,bonjour valerie mace semblez déçu magasin équipes aimeraient savoir plus nhésitez donc rencontrer membre direction lors prochaine visite satisfaction priorité cœur partager proposer solution adaptée a très bientôt léquipe decastorama,,,"{'neg': 0.131, 'neu': 0.848, 'pos': 0.021, 'compound': -0.737}",-0.737,tres negatif,1,Produits,0,Magasin
16395,27165,27165,2021-10-23 11:12:57,565c8ee33440cd4d3f4819eb,Castorama,2211.0,PARIS NORD,1487,9-11 cours De Vincennes,Paris 20,GOOGLE_MY_BUSINESS,No,Europe/Paris,2.0,2021-10-25 7:39:29,,,,,,,,ENGLISH,perte temp aucune mise a jour site attente infernale téléphone quand rend place cela fait 3 mois quils nont plus larticle lequel venu signalétique a revoir a lintérieur magasin doit deviner où trouve differents départements staff néanmoins agréable,bonjour bapt mobil navrée constater magasin nai a hauteur attentes standard téléphonique effectivement fortement sollicité manquerai informer insatisfaction sachez toute léquipe tient disposition apporter renseignements dont pourriez avoir besoin aider naviguer magasin remercie commentaire propos équipes font effet maximum apporter entière satisfaction très belle journée thyfaine castorama,,,"{'neg': 0.15, 'neu': 0.806, 'pos': 0.044, 'compound': -0.6808}",-0.6808,tres negatif,1,Vendeurs,0,Magasin
16407,27182,27182,2021-10-23 9:39:17,565c8ee43440cd4d3f481a01,Castorama,2216.0,OCCITANIE,1480,2 rue Du Commerce,Saint Orens De Gameville,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-10-23 15:10:35,,,,,,,,ENGLISH,10 an fidèle client carte magasin 6 7 fois 10 vu achats jai effectués magasin cher casto pourrez vérifier nom coupe pleine moins moins sérieux top commande bati exterieur dit matériaux dispo préviens achat mettre côté jai rv avant date dit commande annulée car plus dispo jappelle dit ça nétait dispo avant alors javais employé tel comptés tout cela nonchalance jmenfoutiste brefje déchire carte payante an maintenant ra bol manque respect cette incompétence jenvoie recommandé directeur vive leroy merlin bricomarché montgiscard adieu casto mise jour après réponse directeur trouve insatisfaisante malgré reconnaissance erreurs compte remettre pieds castorama monsieur considère client comme potentiel mendiant viendrait réclamer ristourne leçon nest comprise ni démarche,bonjour eric fois plus profondément désolés cette expérience loin standard prônons chez castorama si jamais a quiproquo léchange directeur sachez dernier tient entière disposition échanger vive voix téléphone comme magasin regrettons quun client aussi fidèle quitte cette expérience râtée pascal responsable relation client castorama st orens,,,"{'neg': 0.148, 'neu': 0.744, 'pos': 0.108, 'compound': -0.6961}",-0.6961,tres negatif,2,Vendeurs,2,livraison
16410,27187,27187,2021-10-23 9:15:41,565c8ee63440cd4d3f481a77,Castorama,2211.0,PARIS NORD,1422,43 allée Du Plateau,Villemomble,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-10-23 10:30:33,Problème avec le personnel  2,,,,,,,ENGLISH,faite agresser vendredi 22 octobre 2021 vers 19h jai sollicité renseignement conseillère vente rayon cuisine installée autour dune table cliente phrase commencé excusezmoi madame jaimerai repond sèchement désagréablement bonjour dabord abasourdie comportement agressivité égard bonjour oublié 19h exprimé mécontentement répond tout criant moccupe rentrez chez jai répliqué entrain virer magasin êtesvous exiger men aller nest digne dune professionnelle dun coup lève chaise savançant vers prête frapper physiquement heureusement agent sécurité ainsi directeur magasin alertés cris intervenus maîtriser cette employée lempêcher commettre lirréparable ensuite incite influence cliente rentrer laltercation disanta parler mempechez moccuper cliente entendant cela cliente influençable lève chaise magresse tour sapprochant personne deux doigts mattaquer physiquement tout ça sou yeux bb poussette plus âgée cette vendeuse savais politique castorama si oublie dire bonjour fait agresser jeter dehors personnel reste choquée rejoins confirme avis accueil service magasin castorama lamentable chez concurrent roy merlin laccueil service meilleurs,bonjour ma a profondément navré lexpérience dont faites part remercie mavoir alerté si faits avérés important agissions sachez type comportement correspond rien valeurs partageons client collaborateurs sein enseigne invite donc recontacter 0156639403 afin den discuter vive voix jattends nouvelles très bientôt arnaud castorama villemomble,,,"{'neg': 0.199, 'neu': 0.756, 'pos': 0.046, 'compound': -0.9694}",-0.9694,tres negatif,2,Vendeurs,0,Magasin
16485,27301,27301,2021-10-22 14:11:22,565c8ee53440cd4d3f481a41,Castorama,2211.0,PARIS NORD,1493,boulevard Joffre,Cormeilles En Parisis,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-10-23 15:57:15,Excuses,,,,,,,ENGLISH,aujourdhui a scellé sac do soucis soi contre magasin jai rencontré 3 personnes sac do non scellé 2 femmes petits sac do homme grand cartable cherchez lerreur discrimination délit sale gueule tout simplement oubli sais tout ca si constatez genre problèmes magasin faites remonter aupres service prefecture tout ceci peu sapparenter discrimination si cest avéré bien entendu,bonjour merci avoir informé problème allons prendre mesures nécessaires afin désagrément reproduise plus présentons toutes excuse gêne occasionnée cordialement benoit castorama,,,"{'neg': 0.103, 'neu': 0.877, 'pos': 0.02, 'compound': -0.6124}",-0.6124,tres negatif,1,Vendeurs,0,Magasin
16531,27374,27374,2021-10-22 5:59:49,565c8ee43440cd4d3f481a13,Castorama,2216.0,OCCITANIE,1419,Pae De Soriech,Lattes,GOOGLE_MY_BUSINESS,No,Europe/Paris,3.0,2021-10-30 9:26:48,Améliorer,,,,,,,ENGLISH,jai récupéré drive bac a douche jzune homme ma amener chario voilà laisse aurevoir cest blague veut bien qie evite contact seule jallais porter bac 40kg taille ca fait surtout fallu jinsiste quil maide ca rentrer parti comme ca meme p aurevoir jai baisser siege retourner demander laide ete 3 personne a servir trouve ca hallucinant,bonjour remercions davoir posté retour afin daméliorer service bientôt merci visite isabelle castorama,,,"{'neg': 0.14, 'neu': 0.804, 'pos': 0.056, 'compound': -0.6369}",-0.6369,tres negatif,1,Magasin,0,Magasin
16641,27545,27545,2021-10-20 19:49:52,565c8ee63440cd4d3f481a59,Castorama,2215.0,NOUVELLE AQUITAINE,1464,1 rue André Bourvil,Villenave D'Ornon,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-10-21 14:47:14,,,,,,,,ENGLISH,gros matériaux bègles rive arçon venais acheter dalles extérieuresla caissière personne totalement désobligeante impolie faut quelle change métier car fait fuir client comme vont coup a leroy merlin,bonjour mme rodriguez navrée cette expérience dachat magasin souhaiterions pouvoir échanger nhésitez contacter laissant coordonnées mailstephanievequeau1castoramafr souhaitant agréable journée,,,"{'neg': 0.228, 'neu': 0.772, 'pos': 0.0, 'compound': -0.7485}",-0.7485,tres negatif,1,Vendeurs,0,Magasin
16684,27604,27604,2021-10-20 13:47:17,565c8ee43440cd4d3f481a17,Castorama,2213.0,OUEST,1412,route nationale 10,Chambray Les Tours,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-10-20 19:41:27,Pas reproduire,,,,,,,ENGLISH,jamais possible joindre téléphone cest catastrophe magasin,bonjour pauline sincèrement désolés désagrément comprenons parfaitement mécontentement manquerons faire remonter remarque service concerné veiller cela reproduise espérant donnerez loccasion faire changer davis si jamais navez encore réponse question nhésitez mécrire ladresse suivante contacttourscastoramafr merci maintenir confiance cordialement laurence castorama,,,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.6597}",-0.6597,tres negatif,2,Vendeurs,2,livraison
16773,27732,27732,2021-10-19 17:51:50,565c8ee43440cd4d3f481a19,Castorama,2212.0,PARIS SUD,1497,76 route nationale 10,Coignieres,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-10-22 12:58:02,Equipes informées,,,,,,,ENGLISH,mauvaise expérience vendeur outillage demande renseignements simple emplacement outillage certain anto très agacé montrer lemplacement rayonbof bof,cher ozgur attachons beaucoup dimportance offrir service parfaitement adapté attentes sincèrement navrés désagrément équipes dores déjà informées afin trouver solution manière améliorer service bonne journée olivier castorama,,,"{'neg': 0.387, 'neu': 0.553, 'pos': 0.06, 'compound': -0.8268}",-0.8268,tres negatif,1,Vendeurs,0,Magasin
16793,27774,27774,2021-10-19 13:22:41,565c8ee43440cd4d3f481a0b,Castorama,2216.0,OCCITANIE,1450,zone d'activité commerciale De La Domitienne,Bèziers,GOOGLE_MY_BUSINESS,No,Europe/Paris,4.0,2021-10-28 12:26:04,personnalisé 2,,,,,,,ENGLISH,voudrais juste signaler cest dommage voir honteux quaujourdhui si achète produit qualité moyenne ny a suivie pièce détachées alors lon fait tout justement comment faire ca là fait surconsommation,bonjour merci davoir pris temp rédiger commentaire navré si dernière visite na hauteur attentes pouvez décrire problème référence produit type pièce défectueuse etc mécrivant directement contactbezierscastoramade svp cela permettra voir si navons meilleure solution espérant revoir prochainement établissement a bientôt matthieu castorama béziers,,,"{'neg': 0.226, 'neu': 0.774, 'pos': 0.0, 'compound': -0.765}",-0.765,tres negatif,1,Vendeurs,0,Magasin
16842,27868,27868,2021-10-18 18:01:39,565c8ee43440cd4d3f481a11,Castorama,2210.0,NORD,1461,ZAC Du Pont Loby,Dunkerque,GOOGLE_MY_BUSINESS,No,Europe/Paris,2.0,2021-10-24 6:04:10,Attentes,,,,,,,ENGLISH,beaucoup choix idées bricolages sans oubliez bons conseils mauvais passage drive cause marchandise incomplète baladé drive cour matériaux puis a v puis re drive enfin bout d1h partie marchandise très remonté contre drive casto dunkerque,bonjour navrés constater visite hauteur attentes présentons excuse prenons bien compte remarquesvous pouvez contacter 0328289832 si souhaitez échanger bonne journée stéphanie castorama,,,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.7772}",-0.7772,tres negatif,2,Produits,0,Magasin
16877,27928,27928,2021-10-18 9:06:57,565c8ee33440cd4d3f4819cb,Castorama,2217.0,AUVERGNE RHONE ALPES,1427,Le Champ Du Roy,Rillieux La Pape,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-10-21 7:53:40,Excuses,,,,,,,ENGLISH,cde annuler castorama jour retrait marchandise impossible joindre castorama téléphone plus cde a prélevé service incompétent,bonjour merci avoir informé problème allons prendre mesures nécessaires afin régler désagrément présentons toutes excuse gêne occasionnée allez être contactée chef service cordialement jérôme castorama,,,"{'neg': 0.266, 'neu': 0.677, 'pos': 0.057, 'compound': -0.6124}",-0.6124,tres negatif,2,Vendeurs,2,livraison
